child-light-blue-graduation-cap-with-tassel,"Child Light Blue Graduation Cap with Tassel", https://cdn.shopify.com/s/files/1/0780/4793/6800/files//s/h/shiny_light_blue_highschool_caps_7.jpg, 11.95, <p><b>Child Light Blue Cap with Tassel.</b> One of the essentials of a graduates special day; young and old is the graduation cap with tassel. Why not give your children a graduation to remember by dressing them in all the ceremonial graduation clothes? Graduation World's child's cap with tassel is a graduation classic. The mortarboard measures 9" by 9" and comes with a sleek shiny finish. Included with the cap is a tassel with a year drop charm that every little graduate will cherish. Order online and let Graduation World outfit your little graduates!</p>,, , graduationworld, tassel, caps_with_tassel, Apparel & Accessories > Clothing, Default, TRUE,1, FALSE, active 
,"", https://cdn.shopify.com/s/files/1/0780/4793/6800/files//s/h/shiny_light_blue1_highschool_caps_7.jpg, , ,, , , , , , ,, ,  
child-royal-blue-graduation-cap-with-tassel,"Child Royal Blue Graduation Cap with Tassel", https://cdn.shopify.com/s/files/1/0780/4793/6800/files//s/h/shiny_royal_blue_highschool_caps_1_1.jpg, 11.95, Child Royal Blue Graduation Cap with Tassel. One of the essentials of a graduates special day; young and old is the graduation cap with tassel. Why not give your children a graduation to remember by dressing them in all the ceremonial graduation clothes? Graduation World's child's cap with tassel is a graduation classic. The mortarboard measures 9" by 9" and comes with a sleek shiny finish. Included with the cap is a tassel with a year drop charm that every little graduate will cherish. Order caps and tassels online and let Graduation World outfit your little graduates!,The cap is an essential for graduation; and this children's royal blue cap with a tassel is sure to please. Buy this set and more graduation products today!, Child Royal Blue Graduation Cap with Tassel - Caps & Tassels - Pre-school & Kindergarten - Shop by graduation type - Shop Now , graduationworld, tassel, caps_with_tassel, Apparel & Accessories > Clothing, Default, TRUE,1, FALSE, active 
,"", https://cdn.shopify.com/s/files/1/0780/4793/6800/files//s/h/shiny_royal_blue1_highschool_caps_7.jpg, , ,, , , , , , ,, ,  
child-navy-blue-graduation-cap-with-tassel,"Child Navy Blue Graduation Cap with Tassel", https://cdn.shopify.com/s/files/1/0780/4793/6800/files//s/h/shiny_navy_blue_highschool_caps_7.jpg, 11.95, Child's Navy Blue Graduation Cap with Tassel. One of the essentials of a graduates special day; young and old is the graduation cap with tassel. Why not give your children a graduation to remember by dressing them in all the ceremonial graduation clothes? Graduation World's child's cap with tassel is a graduation classic. The mortarboard measures 9" by 9" and comes with a sleek shiny finish. Included with the cap is a tassel with a year drop charm that every little graduate will cherish. Order online and let Graduation World outfit your little graduates!</p>,Buy this navy blue graduation cap to give your child a day to remember! This cap features a matching blue tassel and a 9"x9" sleek and shiny mortarboard., Navy Blue Graduation Cap with Tassel for Children, graduationworld, tassel, caps_with_tassel, Apparel & Accessories > Clothing, Default, TRUE,1, FALSE, active 
,"", https://cdn.shopify.com/s/files/1/0780/4793/6800/files//s/h/shiny_navy_blue1_highschool_caps_7.jpg, , ,, , , , , , ,, ,  
child-purple-graduation-cap-with-tassel,"Child Purple Graduation Cap with Tassel", https://cdn.shopify.com/s/files/1/0780/4793/6800/files//s/h/shiny_purple_highschool_caps_7.jpg, 11.95, <p><b>Child Purple Cap with Tassel.</b> One of the essentials of a graduates special day; young and old is the graduation cap with tassel. Why not give your children a graduation to remember by dressing them in all the ceremonial graduation clothes? Graduation World's child's cap with tassel is a graduation classic. The mortarboard measures 9" by 9" and comes with a sleek shiny finish. Included with the cap is a tassel with a year drop charm that every little graduate will cherish. Order online and let Graduation World outfit your little graduates!</p>,, , graduationworld, tassel, caps_with_tassel, Apparel & Accessories > Clothing, Default, TRUE,1, FALSE, active 
,"", https://cdn.shopify.com/s/files/1/0780/4793/6800/files//s/h/shiny_purple1_highschool_caps_7.jpg, , ,, , , , , , ,, ,  
child-gold-graduation-cap-with-tassel,"Child Gold Graduation Cap with Tassel", https://cdn.shopify.com/s/files/1/0780/4793/6800/files//s/h/shiny_gold_highschool_caps_7.jpg, 11.95, Child's gold graduation cap. One of the essentials of a graduate's special day; young and old; is the tassel graduation cap. Why not give your children a graduation to remember by dressing them in all the ceremonial graduation clothes? Graduation World's child's gold graduation cap is a classic. The mortarboard measures 9" by 9" and comes with a sleek shiny finish. Included with the cap is a tassel with a year drop charm that every little graduate will cherish. Order online and let Graduation World outfit your little graduates!</p>,Searching for a graduation cap for your child? Look no further. Check out this child's gold graduation cap with available colored tassel and year charm!, Child's Gold Graduation Cap | Tassel Graduation Cap, graduationworld, tassel, caps_with_tassel, Apparel & Accessories > Clothing, Default, TRUE,1, FALSE, active 
,"", https://cdn.shopify.com/s/files/1/0780/4793/6800/files//s/h/shiny_gold1_highschool_caps_7.jpg, , ,, , , , , , ,, ,  
