name,color,description,Tassel Color 1,Tassel Color 2,Tassel Color 3
Emerald Green Child Graduation Cap- Gown & Tassel,Green,Emerald Green Child Cap; Gown & Tassel   &bull;Cap and gown crafted from sleek; non see through shiny finish  &bull;Reinforced stitching throughout the gown  &bull;Emerald Green shiny tricot fabric  &bull;Durable zipper in matching Emerald Green color  &bull;Classic center pleats in the front of the gown  &bull;Package comes with a one size fits all cap  &bull;Tassel included with commemorative year drop,Antique Gold;Black;Brown;Emerald;Gold;Green;Hunter;Light Blue;Maroon;Navy;Orange;Pink;Purple;Red;Royal;Silver;White,Antique Gold;Black;Brown;Emerald;Gold;Green;Hunter;Light Blue;Maroon;Navy;Orange;Pink;Purple;Red;Royal;Silver;White,Antique Gold;Black;Brown;Emerald;Gold;Green;Hunter;Light Blue;Maroon;Navy;Orange;Pink;Purple;Red;Royal;Silver;White
Hunter Child Graduation Cap- Gown & Tassel,,Hunter Child Cap; Gown & Tassel   &bull;Cap and gown crafted from sleek; non see through shiny finish  &bull;Reinforced stitching throughout the gown  &bull;Hunter shiny tricot fabric  &bull;Durable zipper in matching Hunter color  &bull;Classic center pleats in the front of the gown  &bull;Package comes with a one size fits all cap  &bull;Tassel included with commemorative year drop,Antique Gold;Black;Brown;Emerald;Gold;Green;Hunter;Light Blue;Maroon;Navy;Orange;Pink;Purple;Red;Royal;Silver;White,Antique Gold;Black;Brown;Emerald;Gold;Green;Hunter;Light Blue;Maroon;Navy;Orange;Pink;Purple;Red;Royal;Silver;White,Antique Gold;Black;Brown;Emerald;Gold;Green;Hunter;Light Blue;Maroon;Navy;Orange;Pink;Purple;Red;Royal;Silver;White
Black Child Graduation Cap- Gown & Tassel,Black,Black Child Cap; Gown & Tassel   &bull;Cap and gown crafted from sleek; non see through shiny finish  &bull;Reinforced stitching throughout the gown  &bull;Black shiny tricot fabric  &bull;Durable zipper in matching Black color  &bull;Classic center pleats in the front of the gown  &bull;Package comes with a one size fits all cap  &bull;Tassel included with commemorative year drop,Antique Gold;Black;Brown;Emerald;Gold;Green;Hunter;Light Blue;Maroon;Navy;Orange;Pink;Purple;Red;Royal;Silver;White,Antique Gold;Black;Brown;Emerald;Gold;Green;Hunter;Light Blue;Maroon;Navy;Orange;Pink;Purple;Red;Royal;Silver;White,Antique Gold;Black;Brown;Emerald;Gold;Green;Hunter;Light Blue;Maroon;Navy;Orange;Pink;Purple;Red;Royal;Silver;White
Deluxe Master Graduation Cap- Gown & Tassel,,Deluxe Master Cap; Gown & Tassel   &bull;Gown crafted in premium fabric with a sleek matte finish  &bull;Lightweight and non see through  &bull;Sturdy hidden zipper in matching black color  &bull;Crease resistant fabric to ensure you look your best  &bull;Reinforced stitching throughout the cap and gown  &bull;Traditional oblong sleeves   &bull;The set includes a classic black one size fits all graduation cap  &bull;Graduation cap comes with a matching high quality tassel and commemorative year drop ,Antique Gold;Black;Brown;Emerald;Gold;Green;Hunter;Light Blue;Maroon;Navy;Orange;Pink;Purple;Red;Royal;Silver;White,Antique Gold;Black;Brown;Emerald;Gold;Green;Hunter;Light Blue;Maroon;Navy;Orange;Pink;Purple;Red;Royal;Silver;White,Antique Gold;Black;Brown;Emerald;Gold;Green;Hunter;Light Blue;Maroon;Navy;Orange;Pink;Purple;Red;Royal;Silver;White
Deluxe Doctor Tam & Gown Package,,Deluxe Doctor Tam & Gown Package  &bull;Gown crafted in premium fabric with a sleek matte finish  &bull;Lightweight and non see through  &bull;Sturdy hidden zipper in matching black color  &bull;Crease resistant fabric to ensure you look your best  &bull;Four inch wide velvet front and back yoke panels  &bull;Two inch wide triple velvet chevron on the sleeves  &bull;Traditional bell gathered sleeves  ,,,6 Sided Tam;8 Sided Tam;
Deluxe Master Graduation Cap- Gown & Tassel,,Deluxe Master Cap; Gown & Tassel   &bull;Gown crafted in premium fabric with a sleek matte finish  &bull;Lightweight and non see through  &bull;Sturdy hidden zipper in matching black color  &bull;Crease resistant fabric to ensure you look your best  &bull;Reinforced stitching throughout the cap and gown  &bull;Traditional oblong sleeves   &bull;The set includes a classic black one size fits all graduation cap  &bull;Graduation cap comes with a matching high quality tassel and commemorative year drop ,Antique Gold;Black;Brown;Emerald;Gold;Green;Hunter;Light Blue;Maroon;Navy;Orange;Pink;Purple;Red;Royal;Silver;White,Antique Gold;Black;Brown;Emerald;Gold;Green;Hunter;Light Blue;Maroon;Navy;Orange;Pink;Purple;Red;Royal;Silver;White,Antique Gold;Black;Brown;Emerald;Gold;Green;Hunter;Light Blue;Maroon;Navy;Orange;Pink;Purple;Red;Royal;Silver;White
Shiny White Elementary Graduation Cap- Gown & Tassel,White,&bull; Graduation apparel crafted using shiny white tricot fabric&bull; Gown comes with classic features such as full length bodice and V-neckline&bull; Ruched back and pleated front panels allows for a comfortable fit&bull; Reinforced stitching on both cap and gown ensures durability&bull; Graduation cap and tassel included&bull; Cap comes in one-size fits-all design&bull; Symbolic year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Shiny White Middle School and Junior High Graduation Cap- Gown & Tassel,White,&bull; Graduation apparel crafted using shiny white tricot fabric&bull; Gown comes with classic features such as full length bodice and V-neckline&bull; Ruched back and pleated front panels allows for a comfortable fit&bull; Reinforced stitching on both cap and gown ensures durability&bull; Graduation cap and tassel included&bull; Cap comes in one-size fits-all design&bull; Symbolic year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Shiny White High School Graduation Cap- Gown & Tassel,White,&bull; Graduation apparel crafted using shiny white tricot fabric&bull; Gown comes with classic features such as full length bodice and V-neckline&bull; Ruched back and pleated front panels allows for a comfortable fit&bull; Reinforced stitching on both cap and gown ensures durability&bull; Graduation cap and tassel included&bull; Cap comes in one-size fits-all design&bull; Symbolic year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Shiny White Faculty Staff Graduation Cap- Gown & Tassel,White,&bull; Graduation apparel crafted using shiny white tricot fabric&bull; Gown comes with classic features such as full length bodice and V-neckline&bull; Ruched back and pleated front panels allows for a comfortable fit&bull; Reinforced stitching on both cap and gown ensures durability&bull; Graduation cap and tassel included&bull; Cap comes in one-size fits-all design&bull; Symbolic year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Shiny White Technical and Vocational Graduation Cap- Gown & Tassel,White,&bull; Graduation apparel crafted using shiny white tricot fabric&bull; Gown comes with classic features such as full length bodice and V-neckline&bull; Ruched back and pleated front panels allows for a comfortable fit&bull; Reinforced stitching on both cap and gown ensures durability&bull; Graduation cap and tassel included&bull; Cap comes in one-size fits-all design&bull; Symbolic year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Shiny White College and University Graduation Cap- Gown & Tassel,White,&bull; Graduation apparel crafted using shiny white tricot fabric&bull; Gown comes with classic features such as full length bodice and V-neckline&bull; Ruched back and pleated front panels allows for a comfortable fit&bull; Reinforced stitching on both cap and gown ensures durability&bull; Graduation cap and tassel included&bull; Cap comes in one-size fits-all design&bull; Symbolic year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Shiny White Bachelor Graduation Cap- Gown & Tassel,White,&bull; Graduation apparel crafted using shiny white tricot fabric&bull; Gown comes with classic features such as full length bodice and V-neckline&bull; Ruched back and pleated front panels allows for a comfortable fit&bull; Reinforced stitching on both cap and gown ensures durability&bull; Graduation cap and tassel included&bull; Cap comes in one-size fits-all design&bull; Symbolic year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Shiny Silver Elementary Graduation Cap- Gown & Tassel,Silver,&bull; Graduation apparel crafted using shiny silver tricot fabric&bull; Gown comes with classic features such as full length bodice and V-neckline&bull; Ruched back and pleated front panels allows for a comfortable fit&bull; Reinforced stitching on both cap and gown ensures durability&bull; Graduation cap and tassel included&bull; Cap comes in one-size fits-all design&bull; Symbolic year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Shiny Silver Middle School and Junior High Graduation Cap- Gown & Tassel,Silver,&bull; Graduation apparel crafted using shiny silver tricot fabric&bull; Gown comes with classic features such as full length bodice and V-neckline&bull; Ruched back and pleated front panels allows for a comfortable fit&bull; Reinforced stitching on both cap and gown ensures durability&bull; Graduation cap and tassel included&bull; Cap comes in one-size fits-all design&bull; Symbolic year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Shiny Silver High School Graduation Cap- Gown & Tassel,Silver,&bull; Graduation apparel crafted using shiny silver tricot fabric&bull; Gown comes with classic features such as full length bodice and V-neckline&bull; Ruched back and pleated front panels allows for a comfortable fit&bull; Reinforced stitching on both cap and gown ensures durability&bull; Graduation cap and tassel included&bull; Cap comes in one-size fits-all design&bull; Symbolic year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Shiny Silver Faculty Staff Graduation Cap- Gown & Tassel,Silver,&bull; Graduation apparel crafted using shiny silver tricot fabric&bull; Gown comes with classic features such as full length bodice and V-neckline&bull; Ruched back and pleated front panels allows for a comfortable fit&bull; Reinforced stitching on both cap and gown ensures durability&bull; Graduation cap and tassel included&bull; Cap comes in one-size fits-all design&bull; Symbolic year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Shiny Silver Technical and Vocational Graduation Cap- Gown & Tassel,Silver,&bull; Graduation apparel crafted using shiny silver tricot fabric&bull; Gown comes with classic features such as full length bodice and V-neckline&bull; Ruched back and pleated front panels allows for a comfortable fit&bull; Reinforced stitching on both cap and gown ensures durability&bull; Graduation cap and tassel included&bull; Cap comes in one-size fits-all design&bull; Symbolic year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Shiny Silver College and University Graduation Cap- Gown & Tassel,Silver,&bull; Graduation apparel crafted using shiny silver tricot fabric&bull; Gown comes with classic features such as full length bodice and V-neckline&bull; Ruched back and pleated front panels allows for a comfortable fit&bull; Reinforced stitching on both cap and gown ensures durability&bull; Graduation cap and tassel included&bull; Cap comes in one-size fits-all design&bull; Symbolic year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Shiny Silver Bachelor Graduation Cap- Gown & Tassel,Silver,&bull; Graduation apparel crafted using shiny silver tricot fabric&bull; Gown comes with classic features such as full length bodice and V-neckline&bull; Ruched back and pleated front panels allows for a comfortable fit&bull; Reinforced stitching on both cap and gown ensures durability&bull; Graduation cap and tassel included&bull; Cap comes in one-size fits-all design&bull; Symbolic year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Shiny Light Blue Elementary Graduation Cap- Gown & Tassel,Light Blue,&bull; Gown made with shiny light blue tricot fabric&bull; Graduation gown comes with classic styling&bull; Reinforced stitching ensures durability&bull; Pleated front and ruched back of gown allows for comfortable fit&bull; Package comes with graduation cap and tassel&bull; Cap comes in one-size fits-all design&bull; Commemorative year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Shiny Light Blue Middle School and Junior High Graduation Cap- Gown & Tassel,Light Blue,&bull; Gown made with shiny light blue tricot fabric&bull; Graduation gown comes with classic styling&bull; Reinforced stitching ensures durability&bull; Pleated front and ruched back of gown allows for comfortable fit&bull; Package comes with graduation cap and tassel&bull; Cap comes in one-size fits-all design&bull; Commemorative year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Shiny Light Blue High School Graduation Cap- Gown & Tassel,Light Blue,&bull; Gown made with shiny light blue tricot fabric&bull; Graduation gown comes with classic styling&bull; Reinforced stitching ensures durability&bull; Pleated front and ruched back of gown allows for comfortable fit&bull; Package comes with graduation cap and tassel&bull; Cap comes in one-size fits-all design&bull; Commemorative year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
Shiny Light Blue Faculty Staff Graduation Cap- Gown & Tassel,Light Blue,&bull; Gown made with shiny light blue tricot fabric&bull; Graduation gown comes with classic styling&bull; Reinforced stitching ensures durability&bull; Pleated front and ruched back of gown allows for comfortable fit&bull; Package comes with graduation cap and tassel&bull; Cap comes in one-size fits-all design&bull; Commemorative year drop charm included,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White,Antique Gold  ;Black;Brown;Emerald Green;Gold;Green;Hunter;Light Blue;Maroon;Navy Blue;Orange;Pink;Purple;Red;Royal Blue;Silver;White
